Achievement,Achievement_Priority,Client_Name_Pre,Client_Name,Client_Name_Post,Client_Name_Full,Client_Misc,Client_ID,Client_Order,Country,Location,Employer,Start_Date,End_Date,NDA,Project,Role,Role_Size,Role_Size,Task,Task_Priority,Tool,Tool_Type,Tool_Size
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,TIBCO Spotfire,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,QlikView,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Consultant,7,11,"Prototyping, mockups / POC development.",10,Tableau,BI,7
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,MicroStrategy,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,TIBCO Spotfire,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,QlikView,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,BI Developer,10,13,"Prototyping, mockups / POC development.",10,Tableau,BI,7
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,MicroStrategy,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,TIBCO Spotfire,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,QlikView,BI,1
,,various,,,various,,id_08,99,USA,"Newtown, PA",EPAM Systems,12/1/2016,2/1/2017,y,Presales consulting and prototyping,Product Designer,9,12,"Prototyping, mockups / POC development.",10,Tableau,BI,7
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,Data migration QA framework development.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,Data migration QA framework development.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,QA Engineer,2,10,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,Data migration QA framework development.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,Data migration QA framework development.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Dev Team Lead,3,10,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,Data migration QA framework development.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,Data migration QA framework development.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Data Modeler,5,11,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,Data migration QA framework development.,10,MS Excel,BI,4
Improved collaboration between teams and optimized delivery processes.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,UI functional / unit testing and requirements management.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,"Master data model creation. Reverse engineering legacy models, rules, transformations and lineage.",10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,Stakeholder engagement and processes optimization.,10,MS Excel,BI,4
Primary contributor to the redesign of corporate data model.,10,leading,healthcare insurance, provider,leading healthcare insurance provider,,id_09,9,USA,"Newtown, PA",EPAM Systems,3/1/2017,3/1/2018,y,Custom corporate large-scale MDM solution,Business Analyst,10,13,Data migration QA framework development.,10,MS Excel,BI,4
